window,h,true,lstm,last_sinr
215,3,6.5378366,7.246673,7.756124
216,1,6.556177,7.0025473,10.232577
216,2,6.5378366,7.3558393,10.232577
216,3,8.6339,7.18817,10.232577
217,1,6.5378366,7.317511,6.556177
217,2,8.6339,7.1646237,6.556177
217,3,8.045665,7.1701245,6.556177
218,1,8.6339,7.27175,6.5378366
218,2,8.045665,7.1936707,6.5378366
218,3,4.403448,7.215946,6.5378366
219,1,8.045665,7.2197027,8.6339
219,2,4.403448,7.266779,8.6339
219,3,9.183163,7.2339687,8.6339
220,1,4.403448,7.2848635,8.045665
220,2,9.183163,7.241811,8.045665
220,3,6.921706,7.249907,8.045665
221,1,9.183163,7.221232,4.403448
221,2,6.921706,7.051303,4.403448
221,3,6.7897744,7.095741,4.403448
222,1,6.921706,7.2555456,9.183163
222,2,6.7897744,7.355947,9.183163
222,3,9.238175,7.345022,9.183163
223,1,6.7897744,7.2786694,6.921706
223,2,9.238175,7.167498,6.921706
223,3,8.606221,7.2153163,6.921706
224,1,9.238175,7.2763443,6.7897744
224,2,8.606221,7.203825,6.7897744
224,3,7.7499366,7.2448883,6.7897744
225,1,8.606221,7.255405,9.238175
225,2,7.7499366,7.3624296,9.238175
225,3,6.667223,7.341539,9.238175
226,1,7.7499366,7.298776,8.606221
226,2,6.667223,7.2719574,8.606221
226,3,7.6541915,7.2743936,8.606221
227,1,6.667223,7.293458,7.7499366
